s6.new.rev.p2.m2,s4.loc.ic.ins.p1,s8.mbl.p2,s2.rch.val.l67,s7.s4.day.no.mou.p2.p4,s3.new.rev.p3,s8.ic.mou.all.p3,s8.new.rev.p3,s8.rtd.mou.p3,s2.s4.day.no.mou.p3,s4.std.ins.l14,s4.loc.ins.l14,s4.data.ins.l14,s4.std.ic.ins.l14,target
-0.36,3,0.14,22.298999999999996,0.2,3.85,0.4,0.31,0.2,2.0,0,14,0,0,0
-0.57,1,-1.38,27.5,0.272727273,4.14,0.02,-0.03,-0.03,2.5,0,12,0,0,0
0.0,4,-0.92,136.39,99.0,21.32,0.59,0.85,0.17,0.0,6,14,12,5,0
-0.51,4,-3.11,53.83,0.2,14.03,-0.51,-0.57,-0.81,0.0,0,14,0,0,0
0.03,4,1.27,31.74,0.666666667,17.41,0.14,0.1,-1.07,3.0,3,14,2,1,1
-0.19,4,-4.03,147.5,1.0,14.84,0.08,-1.0,-0.97,0.0,0,14,12,0,1
0.05,1,0.45,93.11,99.0,13.82,0.0,-0.05,0.76,0.0,0,14,0,0,0
-0.71,4,-1.49,35.22,0.0,21.32,-0.72,-1.06,-1.07,0.0,0,14,0,0,1
0.08,4,-0.33,22.298999999999996,0.0,11.87,-0.03,-0.31,0.04,0.0,0,12,0,0,0
-0.95,4,-0.02,22.55,0.625,2.2289999999999965,0.18,-0.11,-0.05,3.0,1,14,0,0,1
-0.43,3,-2.25,33.0,0.285714286,10.02,-0.01,-0.48,-0.19,0.0,0,13,0,0,1
0.36,4,2.17,43.39,0.5,12.75,-0.72,-0.28,-0.44,0.0,5,14,0,4,0
0.27,4,6.59,105.56,0.0,10.33,-0.4,0.09,0.76,0.0,0,14,0,0,0
0.52,4,-7.0,27.77,0.0,8.57,-0.72,0.39,0.76,0.0,2,14,0,2,0
-0.95,4,0.0,147.5,99.0,21.32,-0.11,-1.06,-1.07,0.0,0,14,2,0,0
-0.57,4,3.39,55.0,99.0,8.79,-0.65,-0.73,-1.06,0.0,1,14,0,0,1
0.03,4,0.54,22.298999999999996,0.285714286,7.58,0.04,-0.4,-0.18,2.0,1,14,1,1,0
-0.08,4,0.0,22.298999999999996,0.0,10.75,-0.1,-0.26,0.38,0.0,0,14,0,0,0
0.87,1,-0.34,23.33,0.066666667,6.29,0.27,0.25,0.22,5.5,5,9,0,5,0
-0.88,4,0.79,33.67,0.0,5.18,-0.39,-0.7,-0.3,0.0,0,13,2,0,1
0.01,1,-0.24,24.81,0.5,13.41,-0.36,0.1,-0.11,2.67,0,11,1,0,1
-0.35,4,-7.0,57.69,0.666666667,8.54,-0.63,0.12,0.16,2.0,0,14,1,0,0
-0.48,1,-2.4,47.6,0.384615385,9.16,0.1,0.02,0.43,2.5,9,9,0,3,0
-0.13,4,3.07,52.5,0.666666667,4.26,-0.15,-0.04,-0.07,0.0,1,14,0,0,0
0.14,1,-1.04,22.298999999999996,0.1,7.76,-0.07,-0.44,-0.47,0.0,1,13,0,1,0
0.04,4,-7.0,74.45,99.0,21.32,-0.72,-1.06,0.76,0.0,0,14,1,0,1
-0.43,4,-7.0,107.64,0.0,2.68,-0.15,0.19,0.41,0.0,0,14,12,0,1
-0.5,4,5.26,64.8,99.0,2.2289999999999965,0.0,-0.15,-0.44,0.0,0,14,3,0,0
0.25,3,-1.34,35.91,0.0,5.36,-0.22,-0.05,0.02,0.0,0,14,0,0,0
0.1,4,4.06,26.54,0.272727273,6.22,0.36,0.65,0.33,4.0,4,13,0,4,0
0.87,4,0.0,120.91,0.0,21.32,-0.36,0.85,-0.22,0.0,1,14,10,1,0
0.02,4,-7.0,147.5,99.0,8.23,-0.49,0.85,0.29,0.0,4,14,0,2,1
-0.12,3,1.57,56.77,0.5,13.26,-0.2,0.33,-0.01,2.0,1,12,0,0,0
0.06,1,6.59,127.5,0.307692308,5.19,-0.09,0.04,0.0,4.0,0,9,0,0,0
0.14,1,6.59,81.25,0.222222222,7.07,-0.04,-0.53,-0.47,0.0,0,12,0,0,1
-0.42,3,-3.94,76.83,99.0,4.03,-0.65,-0.29,-0.45,0.0,0,14,0,0,0
-0.54,4,2.14,53.0,0.0,12.6,-0.18,-1.06,-0.95,0.0,9,14,0,6,1
0.28,4,-7.0,147.5,0.0,8.44,0.26,0.26,0.25,0.0,0,14,0,0,0
-0.45,3,0.4,41.44,99.0,12.43,0.02,-0.82,-0.09,0.0,1,14,1,1,0
-0.21,4,-3.33,44.17,0.0,2.27,0.26,0.32,0.27,3.0,0,14,0,0,0
0.37,4,0.59,22.298999999999996,99.0,13.18,-0.64,-0.23,-0.19,0.0,0,14,0,0,0
-0.95,3,0.0,73.64,0.35,6.69,-0.28,-0.37,0.0,5.5,4,11,7,4,1
-0.95,1,0.0,36.71,0.28,2.2289999999999965,0.19,0.0,0.0,5.5,2,9,0,0,1
0.12,4,-2.3,34.29,0.166666667,11.26,0.07,-0.56,-0.32,0.0,9,12,0,0,0
0.65,4,1.02,57.33,99.0,5.83,0.37,0.85,0.76,0.0,0,14,0,0,0
0.87,1,-7.0,147.0,0.0,21.32,0.59,0.85,0.76,0.0,9,9,0,6,0
-0.08,1,0.51,22.298999999999996,99.0,8.8,-0.69,-0.19,-0.25,0.0,0,13,4,0,0
-0.26,4,0.22,22.298999999999996,0.375,11.87,0.59,-0.33,-0.21,2.0,0,14,9,0,0
-0.1,2,-3.29,40.0,0.222222222,3.33,-0.13,-0.03,-0.03,0.0,0,12,0,0,0
0.21,4,-7.0,51.33,1.0,5.55,0.21,0.55,0.16,0.0,0,14,0,0,0
-0.95,4,0.0,30.38,0.636363636,3.35,-0.18,-0.48,-0.34,5.5,0,13,0,0,1
0.04,4,-7.0,82.0,99.0,7.83,0.53,0.04,0.6,0.0,1,14,1,0,0
-0.95,4,0.0,44.11,0.333333333,3.55,-0.44,-0.23,-0.12,4.0,0,14,4,0,0
-0.81,1,-0.81,51.0,0.315789474,11.22,-0.01,-0.05,-0.03,3.33,0,9,0,0,1
0.87,4,-0.12,147.5,99.0,21.32,0.59,0.57,-0.39,0.0,0,14,0,0,0
0.11,4,0.91,55.56,99.0,21.32,-0.42,0.81,-0.48,0.0,9,14,3,6,0
-0.12,1,-5.02,78.89,0.0,14.77,-0.14,-0.79,-0.51,2.0,9,9,0,6,0
0.26,4,1.89,54.24,99.0,11.16,-0.08,-0.62,-0.77,0.0,6,14,0,1,0
-0.54,1,3.71,34.0,0.25,4.74,-0.72,-0.34,-0.16,3.0,2,10,0,2,1
-0.64,4,-4.73,147.5,0.0,21.32,-0.12,-1.06,-1.07,0.0,1,14,0,1,1
0.52,4,-1.34,91.25,99.0,21.32,0.59,0.85,0.76,0.0,2,14,0,1,0
-0.95,1,0.0,40.3,0.333333333,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,0
-0.59,4,0.71,33.53,0.5,8.17,0.2,0.19,0.21,0.0,0,14,0,0,0
0.79,4,-1.65,30.0,0.0,6.21,0.35,-0.09,0.27,3.0,1,10,0,0,0
-0.24,3,-1.3,22.298999999999996,0.0,3.1,0.18,0.11,0.09,2.0,0,12,0,0,1
0.38,4,-3.13,127.67,99.0,21.32,0.59,-0.05,0.76,0.0,9,14,0,6,0
0.87,4,-0.01,22.6,0.0,12.36,0.39,0.13,0.76,0.0,2,14,1,0,0
0.66,4,-2.18,91.36,99.0,19.77,0.57,0.85,0.38,0.0,9,10,0,6,0
-0.95,4,-0.02,42.0,0.333333333,7.23,-0.24,-0.97,-0.36,3.0,0,14,0,0,1
0.37,4,6.59,53.78,0.5,4.41,-0.46,0.17,0.1,0.0,0,14,0,0,0
0.86,4,-0.31,32.73,0.076923077,8.02,0.56,0.29,0.23,0.0,0,14,0,0,0
0.49,3,-7.0,142.0,0.166666667,9.71,0.59,0.69,0.49,3.0,1,9,0,1,1
-0.26,4,-2.71,34.71,0.333333333,3.33,-0.16,-0.02,-0.01,0.0,1,14,0,1,0
0.2,3,-2.89,100.0,0.214285714,3.54,-0.72,-0.09,-0.08,2.0,0,13,1,0,0
-0.25,4,6.59,147.5,99.0,21.32,-0.72,-0.88,0.42,0.0,6,14,12,5,0
-0.56,4,-7.0,70.13,1.0,21.32,0.1,-1.01,-0.94,0.0,1,14,12,0,1
-0.37,4,-2.34,82.0,0.333333333,2.2289999999999965,-0.34,0.09,0.08,0.0,0,14,2,0,0
-0.44,4,6.59,51.43,0.0,4.72,-0.72,0.33,0.09,0.0,4,14,0,1,0
-0.1,4,1.65,39.92,99.0,17.54,0.59,-1.02,-1.07,0.0,0,14,10,0,0
-0.95,2,-0.02,35.0,0.428571429,2.2289999999999965,0.03,-0.08,-0.12,5.5,0,9,0,0,1
-0.4,4,3.47,51.0,0.0,2.72,0.02,-0.27,-0.25,0.0,0,14,1,0,0
0.28,4,2.48,43.68,0.166666667,17.4,0.14,-0.34,0.34,0.0,0,14,2,0,0
-0.15,4,6.59,83.69,99.0,8.36,0.08,-0.4,-0.33,0.0,5,14,12,1,0
0.07,4,-7.0,69.94,99.0,9.0,-0.57,0.19,-0.73,0.0,0,14,7,0,0
-0.06,4,-0.1,22.298999999999996,0.0,6.18,0.59,0.04,0.18,0.0,0,14,0,0,0
0.87,4,2.18,40.89,0.071428571,6.19,0.16,0.77,0.23,5.5,1,14,3,0,0
-0.73,2,-1.06,98.9,0.3125,10.74,-0.06,-0.86,-1.07,5.0,0,12,0,0,0
0.85,4,0.5,33.04,0.0,7.98,-0.05,0.61,0.19,0.0,0,14,8,0,0
0.22,4,-1.09,54.0,0.25,4.01,0.01,0.04,-0.03,0.0,2,14,0,0,0
0.15,4,-7.0,147.5,0.0,8.58,-0.02,0.37,0.29,2.0,0,12,9,0,0
-0.29,4,-0.41,42.08,99.0,4.95,-0.57,-0.17,-0.24,0.0,1,14,7,1,0
-0.09,4,0.0,49.8,99.0,17.91,0.0,-1.06,-0.44,0.0,2,14,0,1,0
0.48,2,-2.98,29.0,0.1875,2.2289999999999965,0.07,-0.13,-1.07,2.0,0,11,1,0,1
0.87,4,1.25,90.0,0.5,11.91,0.01,0.85,0.76,0.0,1,14,0,1,0
-0.56,3,6.53,48.17,0.428571429,4.26,0.08,0.04,0.33,3.0,0,10,0,0,0
-0.32,4,-2.97,64.8,99.0,8.14,-0.05,-0.32,-0.03,0.0,4,14,4,2,0
0.41,1,-1.56,28.97,0.0,17.08,-0.72,0.85,0.76,0.0,9,11,0,6,0
-0.95,3,0.0,27.11,0.4375,2.2289999999999965,-0.57,-0.01,-0.01,5.5,0,11,0,0,1
-0.68,3,-2.06,22.298999999999996,0.333333333,3.24,-0.1,-0.18,-0.24,0.0,0,14,0,0,0
0.09,2,0.24,26.73,0.5,15.43,-0.18,0.85,0.5,0.0,2,13,0,0,1
-0.24,4,-2.41,35.0,0.0,3.08,0.0,-0.14,-0.09,0.0,0,14,12,0,0
-0.01,4,6.59,85.83,0.0,7.63,0.04,-0.17,-0.23,0.0,0,14,0,0,0
0.87,4,-7.0,64.5,0.0,9.3,0.11,0.85,0.76,2.0,1,14,0,1,0
-0.95,4,-0.04,41.56,0.833333333,2.45,0.22,-0.45,-0.34,5.0,0,14,10,0,0
-0.95,1,0.0,41.54,0.777777778,7.51,-0.52,-0.84,-0.72,5.5,0,9,0,0,1
-0.95,1,0.0,25.88,0.5,2.2289999999999965,0.0,-0.07,-0.2,5.5,0,9,0,0,1
-0.95,1,0.0,28.33,0.5,3.21,-0.5,-0.29,-0.2,4.5,1,9,0,1,1
-0.95,1,-0.38,24.64,0.555555556,2.3,-0.72,-0.25,-0.21,4.5,0,9,0,0,0
-0.57,4,-1.92,53.5,0.25,2.81,-0.1,-0.04,-0.29,0.0,0,14,1,0,0
-0.23,4,-5.26,105.4,99.0,10.58,-0.1,-0.71,0.38,0.0,0,14,12,0,1
-0.18,1,0.77,58.0,0.176470588,11.5,-0.72,-0.3,-0.2,2.0,9,9,0,6,1
0.14,4,4.81,147.5,99.0,11.95,-0.72,0.09,-0.19,0.0,3,14,1,1,0
-0.48,4,-0.79,37.5,1.0,6.25,-0.37,-0.56,-0.51,0.0,0,14,4,0,1
0.87,4,-3.95,86.44,1.0,21.32,-0.72,-0.8,0.73,0.0,0,14,0,0,0
-0.59,2,0.01,23.57,0.333333333,2.5,0.04,-0.1,-0.18,0.0,0,13,1,0,1
0.65,3,-1.19,35.0,0.235294118,5.81,-0.25,0.02,0.0,4.5,0,13,0,0,0
0.58,4,-3.87,50.0,0.125,3.46,0.41,0.1,0.09,0.0,1,14,0,1,0
-0.63,4,-1.33,36.25,0.666666667,3.25,-0.09,-0.36,-0.24,0.0,1,14,0,1,1
0.49,3,6.59,52.5,0.333333333,3.33,-0.33,-0.01,0.0,2.0,1,13,0,1,0
-0.4,3,-2.84,54.21,1.0,8.35,0.01,-0.98,-0.99,0.0,1,13,0,1,0
-0.46,4,-3.42,78.75,0.0,3.71,0.59,0.04,0.05,0.0,8,14,1,6,1
-0.19,2,0.9,147.5,0.230769231,7.08,-0.42,0.48,0.76,4.5,9,9,0,6,0
-0.73,3,-7.0,77.6,0.375,8.66,-0.36,0.75,0.21,3.5,4,9,4,3,1
-0.26,4,-7.0,96.67,99.0,3.84,0.23,-0.26,-0.21,0.0,0,14,0,0,0
-0.75,4,-1.34,40.0,0.666666667,2.63,0.21,-0.18,-0.28,0.0,0,14,0,0,0
-0.22,4,-7.0,147.5,99.0,13.5,0.15,-1.06,-0.95,0.0,0,14,0,0,0
-0.55,4,-4.81,84.4,0.333333333,11.15,0.56,-1.06,-0.93,0.0,0,14,0,0,0
-0.64,4,0.63,88.75,0.0,4.07,-0.34,-0.52,-0.43,0.0,1,14,1,1,0
-0.33,1,0.98,45.0,0.0,2.55,0.24,-0.11,-0.12,0.0,4,12,0,3,0
0.19,1,-5.56,77.0,0.0,5.03,-0.21,0.2,0.16,2.0,2,13,0,2,0
-0.32,4,2.2,47.2,99.0,3.74,0.03,-0.21,-0.41,0.0,1,14,0,0,0
-0.07,4,-7.0,133.89,99.0,17.35,-0.38,-0.21,-0.36,0.0,6,14,3,3,0
-0.09,4,-2.96,76.32,99.0,10.39,0.28,0.3,0.57,0.0,2,14,12,2,0
-0.95,1,0.0,23.8,0.333333333,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,1
0.38,4,-5.27,56.0,0.153846154,7.15,0.25,0.83,0.69,3.5,2,14,0,2,0
0.32,4,-5.19,147.5,99.0,2.72,-0.02,0.11,0.09,0.0,0,14,3,0,0
-0.91,2,-1.2,61.09,0.375,6.82,0.02,-0.56,-1.07,5.0,2,9,0,0,1
-0.77,4,-0.83,43.75,0.375,2.2289999999999965,0.13,-0.02,-0.01,2.0,0,14,0,0,1
0.33,3,-7.0,81.33,0.0,8.78,0.46,0.35,0.64,0.0,9,11,0,6,0
-0.35,4,0.04,47.87,99.0,11.47,-0.04,-0.29,-0.19,0.0,2,14,1,2,0
-0.13,1,-5.42,98.93,0.666666667,15.34,-0.72,-1.06,-0.93,2.0,9,10,12,6,1
-0.63,4,6.59,81.43,0.571428571,4.85,-0.72,-0.14,-0.15,5.0,0,11,0,0,0
0.26,4,-7.0,147.5,99.0,10.19,0.32,0.85,0.76,0.0,9,14,12,6,0
-0.95,4,0.0,46.0,0.538461539,2.2289999999999965,0.0,-0.28,-0.23,5.5,0,14,0,0,0
0.73,3,4.39,42.5,0.0,2.43,0.24,0.15,0.09,0.0,0,14,0,0,0
-0.56,4,-0.94,60.43,0.2,5.72,-0.71,-0.41,-0.11,0.0,0,14,1,0,0
-0.28,3,0.0,46.48,0.0,16.18,-0.44,-0.03,0.22,2.0,1,14,6,1,0
-0.44,4,-0.34,65.0,99.0,7.72,0.59,0.18,-0.39,0.0,1,14,0,1,0
0.56,3,6.02,46.25,0.5,6.84,0.09,0.05,-0.05,0.0,0,14,0,0,0
0.87,4,1.46,22.298999999999996,0.173913044,8.36,0.56,0.85,0.76,5.5,0,14,0,0,0
-0.19,3,3.79,122.0,99.0,3.65,-0.19,-0.13,-0.11,0.0,0,14,0,0,0
-0.03,1,-4.69,147.5,0.384615385,8.44,-0.01,-0.06,-0.05,4.0,1,9,0,0,1
-0.78,4,2.16,110.44,99.0,21.32,0.59,-1.06,-0.64,0.0,2,14,0,0,1
-0.95,4,-0.16,74.71,1.0,2.42,-0.55,-0.4,-0.67,5.0,6,14,0,4,1
-0.62,4,-4.94,63.17,99.0,3.82,-0.08,0.03,0.36,0.0,3,14,4,1,1
-0.45,4,-6.01,87.43,99.0,3.64,0.59,-0.01,0.06,0.0,1,14,1,1,0
0.87,4,-4.34,87.93,99.0,18.45,0.59,0.85,0.76,0.0,2,14,0,0,0
0.0,4,0.78,27.86,0.0,2.85,-0.72,-0.06,-0.09,0.0,0,14,0,0,0
-0.27,4,-7.0,89.75,0.0,5.25,-0.21,-0.29,-0.19,0.0,1,14,7,0,0
-0.8,4,0.0,147.5,99.0,21.32,-0.17,-1.06,-1.07,0.0,2,14,0,2,1
-0.95,1,0.0,76.0,0.7,21.32,-0.72,-1.06,-1.07,5.5,3,9,0,3,1
-0.95,4,0.0,61.75,0.466666667,2.2289999999999965,-0.32,0.0,0.0,5.5,0,14,0,0,1
-0.34,3,-2.56,31.43,0.071428571,2.65,0.29,-0.14,-0.06,3.0,3,12,12,3,0
0.38,3,-7.0,90.0,99.0,21.32,0.42,0.71,0.26,0.0,8,14,0,1,0
0.73,3,-6.15,68.09,99.0,9.0,0.04,0.43,0.01,0.0,9,12,0,0,0
0.33,4,-7.0,147.5,99.0,12.09,0.59,-0.32,-0.26,0.0,3,14,0,3,0
-0.95,2,0.0,54.0,1.0,20.51,-0.25,-1.06,-1.07,5.5,0,13,0,0,1
-0.43,3,-2.3,31.5,0.0,10.19,0.02,-0.64,0.19,0.0,1,14,0,0,1
0.02,4,6.59,68.83,99.0,3.86,0.59,0.35,0.67,0.0,0,14,0,0,0
-0.27,3,0.24,36.68,0.25,21.32,0.06,0.04,0.76,0.0,5,13,0,4,0
0.51,4,-5.11,55.0,0.2,6.1,-0.34,0.06,0.0,2.0,1,12,0,0,0
0.46,4,6.59,142.75,99.0,18.14,0.24,-0.73,-1.07,0.0,9,14,12,6,0
0.17,4,-3.88,101.7,0.0,21.32,-0.72,0.19,-1.07,0.0,9,14,12,6,0
-0.92,4,-1.91,51.88,99.0,2.2289999999999965,-0.12,0.01,0.01,0.0,0,14,0,0,0
-0.6,3,-1.04,36.67,0.444444444,2.44,-0.27,-0.16,-0.09,2.0,1,13,0,1,0
-0.74,4,-0.08,37.25,0.384615385,2.87,-0.22,-0.34,-0.29,5.0,1,13,0,0,1
0.56,2,-2.23,26.81,0.2,16.0,-0.18,0.56,0.4,0.0,8,12,0,3,0
0.33,4,2.73,30.38,99.0,15.51,-0.61,0.25,0.17,0.0,0,14,1,0,0
0.87,2,0.13,77.56,0.428571429,19.42,-0.3,0.85,0.76,2.0,9,11,0,6,0
0.87,4,-5.34,28.36,99.0,21.32,0.59,0.85,0.76,0.0,1,14,1,0,0
0.87,1,3.4,122.0,0.0,21.32,0.05,0.85,0.32,0.0,9,11,0,6,0
-0.15,4,5.62,69.17,0.0,4.99,0.32,-0.01,-0.15,0.0,2,14,1,1,0
0.87,4,0.0,147.5,99.0,21.32,-0.35,0.44,-0.67,0.0,4,14,0,0,0
-0.85,3,-0.72,22.298999999999996,0.333333333,4.36,-0.7,-0.3,-0.15,0.0,1,14,0,0,1
0.46,2,-0.39,22.298999999999996,99.0,16.81,-0.07,-0.02,0.76,0.0,1,13,0,0,0
0.05,4,1.42,130.17,99.0,13.5,0.1,-0.6,-0.86,0.0,3,14,6,1,0
0.0,4,2.26,36.36,0.0,9.19,-0.72,-0.08,-1.07,0.0,2,14,0,0,0
0.48,4,-7.0,60.71,99.0,12.72,-0.72,0.31,0.76,0.0,9,14,12,6,0
0.31,4,-1.84,137.87,99.0,21.32,0.59,-1.06,0.76,0.0,9,14,9,6,0
0.87,4,-7.0,125.4,1.0,21.32,-0.71,0.85,-1.04,0.0,1,14,0,1,0
-0.73,4,4.1,51.89,0.4,4.92,-0.22,0.34,0.29,5.0,3,14,1,3,1
0.58,3,-0.99,22.298999999999996,0.333333333,5.04,-0.39,0.41,0.2,2.0,6,12,0,6,0
-0.85,4,0.0,47.93,99.0,17.8,-0.19,-1.06,-0.93,0.0,0,14,12,0,1
-0.95,4,0.0,22.298999999999996,0.0,2.2289999999999965,0.59,0.0,-0.89,2.0,0,14,0,0,1
-0.25,4,5.41,83.52,99.0,9.77,0.28,-0.55,-0.4,0.0,2,14,7,2,0
0.74,4,-6.68,54.2,0.0,4.61,-0.29,0.05,0.08,0.0,8,14,0,4,1
0.09,4,6.59,147.5,99.0,17.07,0.03,0.85,0.76,0.0,9,14,12,2,0
0.05,4,-0.32,23.04,0.5,11.9,-0.19,0.02,0.29,2.0,0,14,0,0,0
-0.48,4,6.59,37.14,1.0,9.25,0.19,-0.22,-0.18,0.0,2,14,0,2,1
-0.95,1,0.0,39.27,0.777777778,13.66,-0.63,-1.06,-1.07,5.5,4,9,0,2,1
-0.95,4,0.0,48.11,0.466666667,2.2289999999999965,0.59,-0.13,-0.12,5.5,9,14,0,6,1
-0.34,4,6.59,40.15,1.0,6.7,0.46,-0.25,-0.53,2.0,0,14,11,0,0
0.87,1,-0.43,22.298999999999996,0.0,5.64,-0.11,0.44,0.36,0.0,7,13,6,3,0
0.1,2,6.59,66.75,0.0,12.4,-0.72,-0.92,-0.75,0.0,0,14,0,0,0
-0.52,4,0.28,118.36,0.1875,16.82,0.56,0.85,0.76,5.5,0,9,1,0,1
0.21,4,-4.88,22.298999999999996,0.2,5.91,0.05,-0.26,0.35,0.0,2,14,0,2,0
-0.86,2,-0.39,35.0,0.4,2.93,-0.62,-0.4,-0.28,2.0,2,12,0,0,0
-0.09,4,-3.16,48.33,0.285714286,3.78,0.1,-0.09,-0.07,2.0,0,14,0,0,0
0.4,4,-7.0,45.17,0.0,4.75,0.01,-0.01,0.19,0.0,1,13,0,0,0
-0.32,2,4.05,39.1,0.25,10.2,-0.02,-0.4,-0.31,0.0,0,13,0,0,0
-0.95,1,0.0,22.298999999999996,0.259259259,2.2289999999999965,-0.09,0.0,0.0,5.5,0,9,0,0,1
-0.94,4,-0.27,22.298999999999996,1.0,2.2289999999999965,0.19,-0.19,-0.16,0.0,1,14,6,1,1
-0.16,3,-0.11,39.0,0.0,3.67,0.38,-0.19,-0.19,0.0,2,14,0,2,1
-0.58,1,-3.66,34.67,0.384615385,4.87,-0.06,-0.2,-0.82,3.67,2,9,0,1,1
-0.25,4,0.43,75.0,0.0,2.54,-0.02,0.18,0.11,0.0,0,14,1,0,0
0.17,4,0.92,31.03,99.0,14.18,-0.27,0.85,0.76,0.0,0,14,0,0,0
-0.18,4,6.59,94.75,0.0,4.49,-0.11,-0.55,-0.49,0.0,0,14,12,0,1
-0.95,1,0.0,117.88,0.4375,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,1
0.74,4,-0.81,147.5,99.0,17.16,-0.52,0.06,0.05,0.0,9,14,12,6,0
-0.5,3,-1.31,50.63,99.0,13.92,-0.07,-1.06,-1.07,0.0,0,14,12,0,1
0.87,3,-3.45,71.18,0.0,17.86,0.52,0.85,0.76,2.0,9,12,0,6,0
0.65,3,6.59,147.5,0.0,18.25,-0.72,0.85,0.76,0.0,1,14,12,0,0
-0.42,4,6.59,147.5,99.0,21.32,-0.45,0.85,-0.61,0.0,6,14,12,5,0
0.87,4,-1.3,46.94,99.0,12.83,0.58,0.81,0.59,0.0,9,14,1,6,0
0.87,2,0.79,23.25,0.0,21.32,0.53,-1.06,-1.07,0.0,0,14,0,0,0
-0.61,1,-3.14,80.0,0.333333333,14.08,0.12,-0.43,-0.22,0.0,1,14,0,1,0
-0.47,1,0.63,22.298999999999996,0.230769231,2.32,-0.35,0.1,0.07,3.0,6,10,0,4,0
-0.86,2,0.0,30.0,0.545454546,5.94,-0.04,-0.4,-0.36,5.5,2,10,0,0,1
-0.49,4,-2.84,56.82,0.0,7.64,-0.26,-0.61,-0.32,0.0,2,14,0,1,0
-0.82,4,-0.67,33.7,0.5,3.97,-0.23,-0.34,-0.29,2.0,0,14,0,0,1
0.41,4,5.14,46.4,0.0,2.51,0.3,0.25,0.18,2.0,0,14,0,0,0
-0.68,3,-0.74,42.8,0.75,4.61,-0.34,-0.8,-1.07,2.0,0,13,0,0,0
0.87,4,-0.18,54.0,0.0,16.72,0.38,0.22,0.76,3.0,0,14,0,0,0
-0.6,3,-0.7,35.0,0.25,5.14,-0.18,-0.53,-0.42,0.0,0,13,0,0,1
-0.95,4,0.0,62.25,0.583333333,2.2289999999999965,-0.19,-0.3,-0.25,5.5,0,14,0,0,1
-0.82,1,-0.46,23.09,0.375,3.07,-0.45,-0.48,-0.41,4.0,0,11,0,0,1
-0.95,1,-0.1,22.298999999999996,0.545454546,3.81,-0.37,-0.6,-0.5,5.5,0,9,0,0,1
-0.76,4,-0.74,38.13,0.428571429,4.61,-0.72,-0.48,-0.31,2.0,2,14,0,2,0
-0.23,4,-2.96,22.298999999999996,0.333333333,5.99,0.53,0.1,0.14,2.33,9,13,0,6,0
0.27,4,6.04,56.2,99.0,8.0,-0.2,-0.04,-0.3,0.0,0,14,0,0,0
0.87,4,0.58,37.69,0.0,12.16,0.59,0.85,0.76,0.0,0,14,0,0,0
-0.95,4,0.0,43.0,0.555555556,2.44,-0.72,-0.35,-0.47,2.5,0,14,0,0,0
-0.82,4,-0.43,22.298999999999996,0.333333333,2.2289999999999965,0.58,-0.05,-0.04,2.0,4,12,4,4,1
0.25,4,6.59,99.27,99.0,9.11,0.59,0.85,0.76,0.0,0,14,3,0,0
-0.2,4,0.06,29.29,0.333333333,3.85,0.38,0.33,0.23,0.0,0,14,0,0,0
-0.04,4,-0.22,55.65,99.0,6.63,0.09,0.1,0.02,0.0,1,14,0,1,0
0.25,3,0.91,37.78,99.0,9.65,-0.15,-0.29,-0.24,0.0,5,14,0,0,0
-0.24,4,-5.93,147.5,0.307692308,6.53,0.58,0.3,0.25,5.5,2,9,0,2,1
0.22,3,-0.79,32.29,0.090909091,6.26,0.33,0.78,0.76,5.0,6,12,0,3,0
-0.6,4,-0.21,140.0,0.0,21.32,0.01,0.04,0.53,0.0,1,14,0,0,0
-0.1,4,6.59,31.0,0.444444444,3.53,0.15,0.16,0.03,3.0,0,14,4,0,0
-0.24,2,-0.26,22.67,0.333333333,21.32,-0.72,-1.06,-1.07,2.5,0,11,12,0,1
-0.28,4,-7.0,147.5,99.0,11.28,-0.17,0.85,0.76,0.0,1,14,12,0,1
-0.65,3,1.92,147.5,1.0,4.7,0.08,-0.33,-0.98,0.0,1,14,0,1,0
0.12,4,6.59,66.06,0.0,7.72,-0.06,-0.44,-1.07,0.0,2,12,0,2,0
0.87,4,0.28,37.41,0.5,16.99,-0.72,0.85,0.76,0.0,2,14,4,1,0
0.61,4,1.09,68.5,99.0,9.52,0.37,0.6,0.16,0.0,8,14,2,6,0
-0.76,4,-0.25,66.67,0.333333333,6.5,-0.14,-0.85,-0.71,5.0,0,14,0,0,1
-0.45,4,5.04,42.31,0.142857143,7.87,-0.18,-0.12,-0.06,0.0,1,14,1,0,0
-0.95,1,0.0,105.97,0.75,12.59,-0.51,-1.06,-1.07,4.0,6,9,1,5,1
-0.35,1,-3.02,51.64,0.0,6.1,0.09,0.11,0.06,0.0,9,9,0,6,0
-0.95,2,-0.11,131.27,1.0,21.32,-0.13,-1.06,-1.07,0.0,5,11,0,1,1
-0.54,4,0.22,42.31,0.0,11.3,-0.15,-0.74,-0.44,0.0,7,14,0,6,0
-0.95,4,0.0,40.5,0.583333333,2.2289999999999965,-0.2,-0.09,-0.11,5.5,0,14,7,0,1
